scientificName,Birdtree_tiplabel
Synallaxis cinerascens,Synallaxis_cinerascens
Synallaxis cinerea,Synallaxis_whitneyi
Synallaxis cinnamomea,Synallaxis_cinnamomea
Synallaxis courseni,Synallaxis_courseni
Synallaxis frontalis,Synallaxis_frontalis
Synallaxis fuscorufa,Synallaxis_fuscorufa
Synallaxis gujanensis,Synallaxis_gujanensis
Synallaxis hypospodia,Synallaxis_hypospodia
Synallaxis infuscata,Synallaxis_infuscata
Synallaxis kollari,Synallaxis_kollari
Synallaxis macconnelli,Synallaxis_macconnelli
Synallaxis maranonica,Synallaxis_maranonica
Synallaxis moesta,Synallaxis_moesta
Synallaxis ruficapilla,Synallaxis_ruficapilla
Synallaxis rutilans,Synallaxis_rutilans
Synallaxis scutata,Synallaxis_scutata
Synallaxis spixi,Synallaxis_spixi
Synallaxis stictothorax,Synallaxis_stictothorax
Synallaxis subpudica,Synallaxis_subpudica
Synallaxis tithys,Synallaxis_tithys
Synallaxis unirufa,Synallaxis_unirufa
Synallaxis zimmeri,Synallaxis_zimmeri
Syndactyla dimidiata,Syndactyla_dimidiata
Syndactyla guttulata,Syndactyla_guttulata
Syndactyla ruficollis,Syndactyla_ruficollis
Syndactyla rufosuperciliata,Syndactyla_rufosuperciliata
Syndactyla striata,Simoxenops_striatus
Syndactyla subalaris,Syndactyla_subalaris
Syndactyla ucayalae,Simoxenops_ucayalae
Syrigma sibilatrix,Syrigma_sibilatrix
Systellura decussata,Systellura_longirostris
Systellura longirostris,Caprimulgus_longirostris
Tachornis furcata,Tachornis_furcata
Tachornis squamata,Tachornis_squamata
Tachuris rubrigastra,Tachuris_rubrigastra
Tachybaptus dominicus,Tachybaptus_dominicus
Tachycineta albiventer,Tachycineta_albiventer
Tachycineta bicolor,Tachycineta_bicolor
Tachycineta leucopyga,Tachycineta_meyeni
Tachycineta leucorrhoa,Tachycineta_leucorrhoa
Tachycineta stolzmanni,Tachycineta_stolzmanni
Tachyeres brachypterus,Tachyeres_brachypterus
Tachyeres leucocephalus,Tachyeres_leucocephalus
Tachyeres patachonicus,Tachyeres_patachonicus
Tachyeres pteneres,Tachyeres_pteneres
Tachyphonus coronatus,Tachyphonus_coronatus
Loriotus cristatus,Tachyphonus_cristatus
Tachyphonus delatrii,Tachyphonus_delatrii
Tachyphonus phoenicius,Tachyphonus_phoenicius
Loriotus rufiventer,Tachyphonus_rufiventer
Tachyphonus rufus,Tachyphonus_rufus
Tachyphonus surinamus,Tachyphonus_surinamus
Taeniotriccus andrei,Taeniotriccus_andrei
Talaphorus chlorocercus,Leucippus_chlorocercus
Stilpnia argyrofenges,Tangara_argyrofenges
Tangara arthus,Tangara_arthus
Tangara callophrys,Tangara_callophrys
Tangara chilensis,Tangara_chilensis
Tangara chrysotis,Tangara_chrysotis
Stilpnia cyanicollis,Tangara_cyanicollis
Tangara cyanocephala,Tangara_cyanocephala
Stilpnia cyanoptera,Tangara_cyanoptera
Tangara cyanotis,Tangara_cyanotis
Tangara cyanoventris,Tangara_cyanoventris
Tangara desmaresti,Tangara_desmaresti
Tangara fastuosa,Tangara_fastuosa
Tangara florida,Tangara_florida
Ixothraupis guttata,Tangara_guttata
Tangara gyrola,Tangara_gyrola
Stilpnia heinei,Tangara_heinei
Tangara icterocephala,Tangara_icterocephala
Tangara inornata,Tangara_inornata
Tangara johannae,Tangara_johannae
Tangara labradorides,Tangara_labradorides
Stilpnia larvata,Tangara_larvata
Tangara lavinia,Tangara_lavinia
Tangara mexicana,Tangara_mexicana
Stilpnia meyerdeschauenseei,Tangara_meyerdeschauenseei
Stilpnia nigrocincta,Tangara_nigrocincta
Tangara nigroviridis,Tangara_nigroviridis
Poecilostreptus palmeri,Tangara_palmeri
Tangara parzudakii,Tangara_parzudakii
Stilpnia peruviana,Tangara_peruviana
Stilpnia phillipsi,Tangara_phillipsi
Stilpnia preciosa,Tangara_preciosa
Ixothraupis punctata,Tangara_punctata
Chalcothraupis ruficervix,Tangara_ruficervix
Tangara rufigenis,Tangara_rufigenis
Ixothraupis rufigula,Tangara_rufigula
Tangara schrankii,Tangara_schrankii
Tangara seledon,Tangara_seledon
Ixothraupis varia,Tangara_varia
Tangara vassorii,Tangara_vassorii
Tangara velia,Tangara_velia
Stilpnia viridicollis,Tangara_viridicollis
Stilpnia vitriolina,Tangara_vitriolina
Tangara xanthocephala,Tangara_xanthocephala
Ixothraupis xanthogastra,Tangara_xanthogastra
Taoniscus nanus,Taoniscus_nanus
Tapera naevia,Tapera_naevia
Taphrolesbia griseiventris,Taphrolesbia_griseiventris
Taphrospilus hypostictus,Taphrospilus_hypostictus
Taraba major,Taraba_major
Teledromas fuscus,Teledromas_fuscus
Tephrophilus wetmorei,Buthraupis_wetmorei
Terenotriccus erythrurus,Terenotriccus_erythrurus
Euchrepomis callinota,Terenura_callinota
Euchrepomis humeralis,Terenura_humeralis
Terenura maculata,Terenura_maculata
Euchrepomis sharpei,Terenura_sharpei
Terenura sicki,Terenura_sicki
Euchrepomis spodioptila,Terenura_spodioptila
Tersina viridis,Tersina_viridis
Thalassarche bulleri,Thalassarche_bulleri
Thalassarche cauta,Thalassarche_cauta
Thalassarche chlororhynchos,Thalassarche_chlororhynchos
Thalassarche chrysostoma,Thalassarche_chrysostoma
Thalassarche eremita,Thalassarche_eremita
Thalassarche melanophris,Thalassarche_melanophrys
Thalassarche salvini,Thalassarche_salvini
Thalasseus elegans,Sterna_elegans
Thalasseus maximus,Sterna_maxima
Thalasseus sandvicensis,Sterna_sandvicensis
Thalassoica antarctica,Thalassoica_antarctica
Thalurania colombica,Thalurania_colombica
Thalurania furcata,Thalurania_furcata
Thalurania glaucopis,Thalurania_glaucopis
Thalurania watertonii,Thalurania_watertonii
Thamnistes anabatinus,Thamnistes_anabatinus
Thamnistes rufescens,Thamnistes_anabatinus
Thamnomanes ardesiacus,Thamnomanes_ardesiacus
Thamnomanes caesius,Thamnomanes_caesius
Thamnomanes saturninus,Thamnomanes_saturninus
Thamnomanes schistogynus,Thamnomanes_schistogynus
Thamnophilus aethiops,Thamnophilus_aethiops
Thamnophilus amazonicus,Thamnophilus_amazonicus
Thamnophilus ambiguus,Thamnophilus_ambiguus
Thamnophilus aroyae,Thamnophilus_aroyae
Thamnophilus atrinucha,Thamnophilus_atrinucha
Thamnophilus bernardi,Sakesphorus_bernardi
Thamnophilus caerulescens,Thamnophilus_caerulescens
Thamnophilus cryptoleucus,Thamnophilus_cryptoleucus
Thamnophilus divisorius,Thamnophilus_divisorius
Thamnophilus doliatus,Thamnophilus_doliatus
Thamnophilus insignis,Thamnophilus_insignis
Thamnophilus melanonotus,Sakesphorus_melanonotus
Thamnophilus melanothorax,Sakesphorus_melanothorax
Thamnophilus multistriatus,Thamnophilus_multistriatus
Thamnophilus murinus,Thamnophilus_murinus
Thamnophilus nigriceps,Thamnophilus_nigriceps
Thamnophilus nigrocinereus,Thamnophilus_nigrocinereus
Thamnophilus palliatus,Thamnophilus_palliatus
Thamnophilus pelzelni,Thamnophilus_pelzelni
Thamnophilus praecox,Thamnophilus_praecox
Thamnophilus punctatus,Thamnophilus_punctatus
Thamnophilus ruficapillus,Thamnophilus_ruficapillus
Thamnophilus schistaceus,Thamnophilus_schistaceus
Thamnophilus stictocephalus,Thamnophilus_stictocephalus
Thamnophilus sticturus,Thamnophilus_sticturus
Thamnophilus tenuepunctatus,Thamnophilus_tenuepunctatus
Thamnophilus torquatus,Thamnophilus_torquatus
Thamnophilus unicolor,Thamnophilus_unicolor
Thamnophilus zarumae,Thamnophilus_zarumae
Thaumasius baeri,Leucippus_baeri
Thaumasius taczanowskii,Leucippus_taczanowskii
Thaumastura cora,Thaumastura_cora
Theristicus caerulescens,Theristicus_caerulescens
Theristicus caudatus,Theristicus_caudatus
Theristicus branickii,Theristicus_melanopis
Theristicus melanopis,Theristicus_melanopis
Thinocorus orbignyianus,Thinocorus_orbignyianus
Thinocorus rumicivorus,Thinocorus_rumicivorus
Thlypopsis fulviceps,Thlypopsis_fulviceps
Thlypopsis inornata,Thlypopsis_inornata
Thlypopsis ornata,Thlypopsis_ornata
Thlypopsis pectoralis,Thlypopsis_pectoralis
Thlypopsis pyrrhocoma,Pyrrhocoma_ruficeps
Thlypopsis ruficeps,Thlypopsis_ruficeps
Thlypopsis sordida,Thlypopsis_sordida
Rauenia bonariensis,Thraupis_bonariensis
Sporathraupis cyanocephala,Thraupis_cyanocephala
Thraupis cyanoptera,Thraupis_cyanoptera
Thraupis episcopus,Thraupis_episcopus
Thraupis glaucocolpa,Thraupis_glaucocolpa
Thraupis ornata,Thraupis_ornata
Thraupis palmarum,Thraupis_palmarum
Thraupis sayaca,Thraupis_sayaca
Threnetes leucurus,Threnetes_leucurus
Threnetes niger,Threnetes_niger
Threnetes ruckeri,Threnetes_ruckeri
Thripadectes flammulatus,Thripadectes_flammulatus
Thripadectes holostictus,Thripadectes_holostictus
Thripadectes ignobilis,Thripadectes_ignobilis
Thripadectes melanorhynchus,Thripadectes_melanorhynchus
Thripadectes scrutator,Thripadectes_scrutator
Thripadectes virgaticeps,Thripadectes_virgaticeps
Thripophaga amacurensis,#N/A
Thripophaga berlepschi,Thripophaga_berlepschi
Thripophaga cherriei,Thripophaga_cherriei
Thripophaga fusciceps,Thripophaga_fusciceps
Thripophaga macroura,Thripophaga_macroura
Thryophilus nicefori,Thryothorus_nicefori
Thryophilus rufalbus,Thryothorus_rufalbus
Thryophilus sernai,#N/A
Melanospiza bicolor,Tiaris_bicolor
Asemospiza obscura,Tiaris_obscurus
Tiaris olivaceus,Tiaris_olivaceus
Tigrisoma fasciatum,Tigrisoma_fasciatum
Tigrisoma lineatum,Tigrisoma_lineatum
Tigrisoma mexicanum,Tigrisoma_mexicanum
Lipaugus conditus,Tijuca_condita
Tinamotis ingoufi,Tinamotis_ingoufi
Tinamotis pentlandii,Tinamotis_pentlandii
Tinamus guttatus,Tinamus_guttatus
Tinamus major,Tinamus_major
Tinamus osgoodi,Tinamus_osgoodi
Tinamus solitarius,Tinamus_solitarius
Tinamus tao,Tinamus_tao
Tityra cayana,Tityra_cayana
Tityra inquisitor,Tityra_inquisitor
Tityra semifasciata,Tityra_semifasciata
Todirostrum chrysocrotaphum,Todirostrum_chrysocrotaphum
Todirostrum cinereum,Todirostrum_cinereum
Todirostrum maculatum,Todirostrum_maculatum
Todirostrum nigriceps,Todirostrum_nigriceps
Todirostrum pictum,Todirostrum_pictum
Todirostrum poliocephalum,Todirostrum_poliocephalum
Todirostrum viridanum,Todirostrum_viridanum
Tolmomyias assimilis,Tolmomyias_assimilis
Tolmomyias flaviventris,Tolmomyias_flaviventris
Tolmomyias poliocephalus,Tolmomyias_poliocephalus
Tolmomyias sulphurescens,Tolmomyias_sulphurescens
Tolmomyias traylori,Tolmomyias_traylori
Topaza pella,Topaza_pella
Topaza pyra,Topaza_pyra
Touit batavicus,Touit_batavicus
Touit dilectissimus,Touit_dilectissimus
Touit huetii,Touit_huetii
Touit melanonotus,Touit_melanonotus
Touit purpuratus,Touit_purpuratus
Touit stictopterus,Touit_stictopterus
Touit surdus,Touit_surdus
Toxostoma rufum,Toxostoma_rufum
Trichothraupis melanops,Trichothraupis_melanops
Triclaria malachitacea,Triclaria_malachitacea
Tringa flavipes,Tringa_flavipes
Tringa glareola,Tringa_glareola
Tringa incana,Heteroscelus_incanus
Tringa melanoleuca,Tringa_melanoleuca
Tringa nebularia,Tringa_nebularia
Tringa semipalmata,Catoptrophorus_semipalmatus
Tringa solitaria,Tringa_solitaria
Troglodytes aedon,Troglodytes_aedon
Troglodytes cobbi,Troglodytes_cobbi
Troglodytes monticola,Troglodytes_monticola
Troglodytes ochraceus,Troglodytes_ochraceus
Troglodytes rufulus,Troglodytes_rufulus
Troglodytes solstitialis,Troglodytes_solstitialis
Trogon chionurus,Trogon_chionurus
Trogon collaris,Trogon_collaris
Trogon comptus,Trogon_comptus
Trogon curucui,Trogon_curucui
Trogon massena,Trogon_massena
Trogon melanurus,Trogon_melanurus
Trogon mesurus,Trogon_melanurus
Trogon personatus,Trogon_personatus
Trogon rufus,Trogon_rufus
Trogon surrucura,Trogon_surrucura
Trogon caligatus,Trogon_violaceus
Trogon ramonianus,Trogon_violaceus
Trogon violaceus,Trogon_violaceus
Trogon viridis,Trogon_viridis
Calidris subruficollis,Tryngites_subruficollis
Tumbezia salvini,Tumbezia_salvini
Tunchiornis ochraceiceps,Hylophilus_ochraceiceps
Turdus albicollis,Turdus_albicollis
Turdus amaurochalinus,Turdus_amaurochalinus
Turdus assimilis,Turdus_assimilis
Turdus chiguanco,Turdus_chiguanco
Turdus falcklandii,Turdus_falcklandii
Turdus flavipes,Turdus_flavipes
Turdus fulviventris,Turdus_fulviventris
Turdus fumigatus,Turdus_fumigatus
Turdus fuscater,Turdus_fuscater
Turdus grayi,Turdus_grayi
Turdus haplochrous,Turdus_haplochrous
Turdus hauxwelli,Turdus_hauxwelli
Turdus arthuri,Turdus_ignobilis
Turdus ignobilis,Turdus_ignobilis
Turdus lawrencii,Turdus_lawrencii
Turdus leucomelas,Turdus_leucomelas
Turdus leucops,Turdus_leucops
Turdus maculirostris,Turdus_maculirostris
Turdus maranonicus,Turdus_maranonicus
Turdus murinus,Turdus_ignobilis
Turdus nigriceps,Turdus_nigriceps
Turdus nudigenis,Turdus_nudigenis
Turdus obsoletus,Turdus_obsoletus
Turdus olivater,Turdus_olivater
Turdus reevei,Turdus_reevei
Turdus rufiventris,Turdus_rufiventris
Turdus sanchezorum,Turdus_hauxwelli
Turdus serranus,Turdus_serranus
Turdus subalaris,Turdus_subalaris
Tyranneutes stolzmanni,Tyranneutes_stolzmanni
Tyranneutes virescens,Tyranneutes_virescens
Tyrannopsis sulphurea,Tyrannopsis_sulphurea
Tyrannulus elatus,Tyrannulus_elatus
Tyrannus albogularis,Tyrannus_albogularis
Tyrannus dominicensis,Tyrannus_dominicensis
Tyrannus forficatus,Tyrannus_forficatus
Tyrannus melancholicus,Tyrannus_melancholicus
Tyrannus niveigularis,Tyrannus_niveigularis
Tyrannus savana,Tyrannus_savana
Tyrannus tyrannus,Tyrannus_tyrannus
Tyto alba,Tyto_alba
Upucerthia albigula,Upucerthia_albigula
Ochetorhynchus andaecola,Ochetorhynchus_andaecola
Tarphonomus certhioides,Tarphonomus_certhioides
Upucerthia dumetaria,Upucerthia_dumetaria
Tarphonomus harterti,Tarphonomus_harterti
Ochetorhynchus ruficaudus,Ochetorhynchus_ruficaudus
Upucerthia saturatior,Upucerthia_saturatior
Geocerthia serrana,Upucerthia_serrana
Upucerthia validirostris,Upucerthia_validirostris
Uranomitra franciae,Amazilia_franciae
Urochroa bougueri,Urochroa_bougueri
Urochroa leucura,Urochroa_bougueri
Uropelia campestris,Uropelia_campestris
Uropsalis lyra,Uropsalis_lyra
Uropsalis segmentata,Uropsalis_segmentata
Urosticte benjamini,Urosticte_benjamini
Urosticte ruficrissa,Urosticte_ruficrissa
Urothraupis stolzmanni,Urothraupis_stolzmanni
Vanellus chilensis,Vanellus_chilensis
Vanellus resplendens,Vanellus_resplendens
Dryobates affinis,Veniliornis_affinis
Dryobates callonotus,Veniliornis_callonotus
Dryobates cassini,Veniliornis_cassini
Dryobates chocoensis,Veniliornis_chocoensis
Dryobates dignus,Veniliornis_dignus
Dryobates frontalis,Veniliornis_frontalis
Dryobates kirkii,Veniliornis_kirkii
Dryobates lignarius,Veniliornis_lignarius
Dryobates maculifrons,Veniliornis_maculifrons
Dryobates mixtus,Veniliornis_mixtus
Dryobates nigriceps,Veniliornis_nigriceps
Dryobates passerinus,Veniliornis_passerinus
Dryobates spilogaster,Veniliornis_spilogaster
Vermivora chrysoptera,Vermivora_chrysoptera
Vermivora cyanoptera,#N/A
Vireo altiloquus,Vireo_altiloquus
Vireo flavifrons,Vireo_flavifrons
Vireo flavoviridis,Vireo_flavoviridis
Vireo gilvus,Vireo_gilvus
Vireo gracilirostris,Vireo_gracilirostris
Vireo griseus,Vireo_griseus
Vireo leucophrys,Vireo_leucophrys
Vireo masteri,Vireo_masteri
Vireo chivi,Vireo_olivaceus
Vireo olivaceus,Vireo_olivaceus
Vireo philadelphicus,Vireo_philadelphicus
Vireolanius eximius,Vireolanius_eximius
Vireolanius leucotis,Vireolanius_leucotis
Volatinia jacarina,Volatinia_jacarina
Vultur gryphus,Vultur_gryphus
Wetmorethraupis sterrhopteron,Wetmorethraupis_sterrhopteron
Willisornis poecilinotus,Willisornis_poecilinotus
Willisornis vidua,Willisornis_poecilinotus
Xanthopsar flavus,Xanthopsar_flavus
Xema sabini,Xema_sabini
Xenerpestes minlosi,Xenerpestes_minlosi
Xenerpestes singularis,Xenerpestes_singularis
Xenodacnis parina,Xenodacnis_parina
Xenoglaux loweryi,Xenoglaux_loweryi
Xenopipo atronitens,Xenopipo_atronitens
Chloropipo flavicapilla,Xenopipo_flavicapilla
Cryptopipo holochlora,Xenopipo_holochlora
Chloropipo unicolor,Xenopipo_unicolor
Xenopipo uniformis,Xenopipo_uniformis
Microxenops milleri,Xenops_milleri
Xenops minutus,Xenops_minutus
Xenops rutilans,Xenops_rutilans
Xenops tenuirostris,Xenops_tenuirostris
Xenopsaris albinucha,Xenopsaris_albinucha
Xenornis setifrons,Xenornis_setifrons
Xenospingus concolor,Xenospingus_concolor
Xenus cinereus,Xenus_cinereus
Xiphocolaptes albicollis,Xiphocolaptes_albicollis
Xiphocolaptes falcirostris,Xiphocolaptes_falcirostris
Xiphocolaptes major,Xiphocolaptes_major
Xiphocolaptes promeropirhynchus,Xiphocolaptes_promeropirhynchus
Xipholena atropurpurea,Xipholena_atropurpurea
Xipholena lamellipennis,Xipholena_lamellipennis
Xipholena punicea,Xipholena_punicea
Xiphorhynchus elegans,Xiphorhynchus_elegans
Xiphorhynchus erythropygius,Xiphorhynchus_erythropygius
Xiphorhynchus atlanticus,Xiphorhynchus_fuscus
Xiphorhynchus fuscus,Xiphorhynchus_fuscus
Xiphorhynchus guttatus,Xiphorhynchus_guttatus
Xiphorhynchus lachrymosus,Xiphorhynchus_lachrymosus
Xiphorhynchus obsoletus,Xiphorhynchus_obsoletus
Xiphorhynchus ocellatus,Xiphorhynchus_ocellatus
Xiphorhynchus pardalotus,Xiphorhynchus_pardalotus
Dendroplex picus,Dendroplex_picus
Xiphorhynchus spixii,Xiphorhynchus_spixii
Xiphorhynchus susurrans,Xiphorhynchus_susurrans
Xiphorhynchus triangularis,Xiphorhynchus_triangularis
Nengetus cinereus,Xolmis_cinereus
Neoxolmis coronatus,Xolmis_coronatus
Xolmis irupero,Xolmis_irupero
Pyrope pyrope,Xolmis_pyrope
Neoxolmis rubetra,Xolmis_rubetra
Neoxolmis salinarum,Xolmis_rubetra
Xolmis velatus,Xolmis_velatus
Zaratornis stresemanni,Zaratornis_stresemanni
Zebrilus undulatus,Zebrilus_undulatus
Zenaida asiatica,Zenaida_asiatica
Zenaida auriculata,Zenaida_auriculata
Zenaida galapagoensis,Zenaida_galapagoensis
Zenaida macroura,Zenaida_macroura
Zenaida meloda,Zenaida_meloda
Zentrygon frenata,Geotrygon_frenata
Zentrygon goldmani,Geotrygon_goldmani
Zentrygon linearis,Geotrygon_linearis
Zimmerius bolivianus,Zimmerius_bolivianus
Zimmerius chicomendesi,#N/A
Zimmerius albigularis,Zimmerius_chrysops
Zimmerius chrysops,Zimmerius_chrysops
Zimmerius cinereicapilla,Zimmerius_cinereicapilla
Zimmerius acer,Zimmerius_acer
Zimmerius gracilipes,Zimmerius_gracilipes
Zimmerius improbus,Zimmerius_vilissimus
Zimmerius petersi,Zimmerius_vilissimus
Zimmerius vilissimus,Zimmerius_vilissimus
Zimmerius villarejoi,Zimmerius_villarejoi
Zimmerius viridiflavus,Zimmerius_viridiflavus
Zonotrichia capensis,Zonotrichia_capensis
